Sample_ID,Plant_Health_Status,Health_Status_Code,SPR_Signal_Intensity,Colorimetric_Response,Fluorescence_Intensity,Leaf_Temperature_C,VOC_Level,Ambient_Temperature_C,Relative_Humidity_pct,pH,SPR_Signal_Variability,Sensor_Noise_Level
PHB_02477,Healthy,0,0.8675,0.1078,0.9142,24.522,1.0525,27.202,71.109,6.285,0.0123,0.0483
PHB_09326,Moderate Illness,2,0.4864,0.4662,0.5626,26.345,1.4512,24.711,71.319,6.192,0.0488,0.0638
PHB_02571,Healthy,0,0.8997,0.0677,0.7443,24.334,1.2419,27.456,55.801,6.661,0.0301,0.0391
PHB_05287,Severe Disease,3,0.3517,0.6924,0.4527,26.906,1.1397,24.547,62.389,6.117,0.062,0.1
PHB_05216,Early Disease,1,0.6522,0.3573,0.7278,25.603,1.3215,24.49,73.958,6.176,0.0176,0.0813
PHB_02164,Early Disease,1,0.6523,0.3314,0.7712,24.25,1.1421,23.81,63.925,5.93,0.0312,0.0859
PHB_06578,Severe Disease,3,0.2878,0.5981,0.5201,28.449,1.3093,22.474,75.539,6.216,0.0493,0.0503
PHB_08450,Severe Disease,3,0.3491,0.7632,0.361,26.997,1.2176,25.037,65.801,6.224,0.0542,0.0784
PHB_00381,Moderate Illness,2,0.5061,0.6052,0.6525,26.794,1.4168,28.123,68.898,6.472,0.0585,0.0707
PHB_08509,Severe Disease,3,0.2731,0.7449,0.4291,28.154,1.5996,24.34,62.522,6.035,0.0656,0.0649
PHB_01293,Moderate Illness,2,0.4877,0.5062,0.5529,25.727,1.1529,22.746,66.034,6.069,0.0627,0.0717
PHB_01913,Severe Disease,3,0.3622,0.7165,0.4158,25.389,1.5551,21.567,60.117,5.996,0.0455,0.07
PHB_00600,Moderate Illness,2,0.576,0.542,0.542,27.818,1.2879,29.031,64.555,6.165,0.0412,0.0649
PHB_03893,Moderate Illness,2,0.5364,0.4512,0.6685,26.374,1.0729,26.934,73.65,5.929,0.0422,0.0548
PHB_04142,Moderate Illness,2,0.5067,0.508,0.6207,25.694,1.2375,23.157,56.708,6.268,0.0567,0.0395
PHB_01653,Early Disease,1,0.6289,0.2583,0.6418,25.682,1.2246,27.161,79.769,5.867,0.0323,0.0551
PHB_05225,Early Disease,1,0.7075,0.2923,0.7018,26.408,1.1611,24.783,57.392,6.051,0.0311,0.0597
PHB_01894,Healthy,0,0.8178,0.0629,0.7887,24.335,0.9932,23.784,56.502,6.27,0.0175,0.0443
PHB_01945,Severe Disease,3,0.363,0.5895,0.4293,28.132,1.5813,30.779,65.097,6.207,0.0694,0.0622
PHB_03396,Severe Disease,3,0.3295,0.6812,0.4947,26.626,1.3936,28.087,58.769,6.119,0.0704,0.0587
PHB_05480,Severe Disease,3,0.4089,0.7725,0.4418,26.535,1.5688,24.127,61.474,6.481,0.0714,0.0948
PHB_09770,Healthy,0,0.6527,0.1654,0.7426,25.289,1.2452,25.249,60.163,6.531,0.0293,0.0403
PHB_00376,Healthy,0,0.8096,0.0618,0.9717,24.967,1.0967,24.689,66.571,6.654,0.0303,0.0444
PHB_01967,Moderate Illness,2,0.6427,0.4894,0.7219,27.779,1.2942,23.596,53.487,5.974,0.0427,0.0758
PHB_03958,Severe Disease,3,0.4458,0.7633,0.3421,27.939,1.5783,24.687,65.869,5.955,0.0577,0.052
PHB_07136,Moderate Illness,2,0.4,0.5112,0.569,26.288,1.137,25.678,59.481,6.296,0.0536,0.0714
PHB_07479,Early Disease,1,0.6898,0.3561,0.6863,26.523,1.1069,25.068,54.513,5.975,0.0335,0.0492
PHB_04506,Early Disease,1,0.8351,0.3727,0.7988,24.502,1.263,21.889,77.347,6.452,0.0626,0.0264
PHB_09581,Moderate Illness,2,0.5756,0.4115,0.6586,24.984,1.3537,22.897,73.718,6.301,0.0561,0.0581
PHB_05289,Early Disease,1,0.6723,0.3241,0.7222,26.174,1.4702,25.056,64.411,6.44,0.0364,0.0404
PHB_01472,Healthy,0,0.8256,0.1945,0.8644,26.422,1.1476,29.294,63.586,6.476,0.0242,0.0169
PHB_03347,Severe Disease,3,0.4267,0.6292,0.4311,27.371,1.5559,23.765,63.638,6.155,0.0777,0.08
PHB_06254,Early Disease,1,0.5631,0.2967,0.7083,24.98,1.2302,24.758,55.208,6.652,0.0433,0.0336
PHB_02854,Early Disease,1,0.7908,0.307,0.8594,25.868,1.2428,24.295,66.046,6.53,0.0299,0.0436
PHB_08989,Healthy,0,0.8638,0.0333,0.9037,24.149,1.2625,26.411,76.112,6.355,0.0316,0.014
PHB_09776,Healthy,0,0.9332,0.1971,0.8377,24.978,1.0567,25.971,75.533,6.766,0.0384,0.0387
PHB_06460,Moderate Illness,2,0.459,0.4021,0.6555,25.677,1.3591,23.244,77.309,5.771,0.0534,0.0538
PHB_04063,Healthy,0,0.8125,0.1331,0.8654,23.715,1.2533,26.319,70.817,6.542,0.0091,0.0433
PHB_05864,Moderate Illness,2,0.6072,0.5766,0.6553,25.92,1.5241,22.778,58.621,6.503,0.0661,0.0607
PHB_04307,Moderate Illness,2,0.4783,0.4993,0.6021,26.135,1.1542,27.908,71.715,6.233,0.0418,0.0829
PHB_04878,Moderate Illness,2,0.4825,0.5398,0.5303,25.94,1.5229,22.434,62.365,6.115,0.0593,0.0582
PHB_07250,Moderate Illness,2,0.5469,0.6433,0.5358,25.731,1.3271,24.304,56.985,6.344,0.0392,0.0483
PHB_05274,Severe Disease,3,0.2307,0.8547,0.3969,27.286,1.3086,26.2,63.8,6.305,0.0496,0.0864
PHB_03991,Severe Disease,3,0.3949,0.665,0.4633,28.432,1.4989,30.099,57.877,5.973,0.0682,0.054
PHB_01050,Healthy,0,0.8762,0.1167,0.8191,25.969,0.7818,24.102,72.433,6.727,0.023,0.005
PHB_06176,Severe Disease,3,0.3156,0.7091,0.3784,28.958,1.3721,22.586,69.409,5.756,0.0544,0.0425
PHB_06927,Early Disease,1,0.7583,0.2699,0.6712,25.69,1.0362,28.004,70.951,6.417,0.0313,0.0576
PHB_07865,Moderate Illness,2,0.4906,0.4427,0.7611,26.04,1.1892,23.961,61.099,6.414,0.0407,0.0453
PHB_02036,Severe Disease,3,0.3287,0.6673,0.4789,27.488,1.5996,27.84,61.108,6.223,0.0607,0.0653
PHB_04040,Severe Disease,3,0.3468,0.6701,0.482,26.623,1.4181,27.799,67.23,5.92,0.0578,0.0616
PHB_06876,Moderate Illness,2,0.5265,0.453,0.5756,25.718,1.2681,23.671,61.569,6.218,0.0512,0.0547
PHB_09355,Moderate Illness,2,0.508,0.5384,0.5837,27.058,1.2513,22.985,76.356,6.302,0.0454,0.0514
PHB_01973,Moderate Illness,2,0.5463,0.5171,0.5444,26.298,1.3346,24.296,65.821,6.342,0.0323,0.0579
PHB_05073,Early Disease,1,0.6383,0.2507,0.648,25.449,1.2925,28.002,74.621,6.86,0.0278,0.0587
PHB_02100,Healthy,0,0.8381,0.0446,0.8436,22.744,1.085,27.125,63.477,6.367,0.0265,0.0325
PHB_01500,Moderate Illness,2,0.3825,0.4286,0.5963,26.216,1.2355,22.647,56.601,6.238,0.0419,0.0658
PHB_09613,Moderate Illness,2,0.5207,0.5343,0.4439,26.4,1.1314,26.98,67.702,6.363,0.0581,0.0601
PHB_00653,Moderate Illness,2,0.4415,0.5917,0.6067,26.208,1.2963,24.633,61.439,6.019,0.04,0.054
PHB_00171,Early Disease,1,0.5551,0.4528,0.7417,25.953,0.8835,23.647,84.206,6.361,0.0429,0.0608
PHB_04086,Severe Disease,3,0.351,0.6678,0.4043,26.393,1.2727,22.844,53.721,6.205,0.0426,0.0608
PHB_00243,Healthy,0,0.8157,0.0608,0.8394,24.054,0.9716,22.509,60.806,6.406,0.0108,0.0403
PHB_05711,Severe Disease,3,0.2775,0.7116,0.3475,25.835,1.4509,29.844,59.165,6.233,0.0571,0.0863
PHB_06973,Healthy,0,0.8943,0.1332,0.7966,24.764,1.0982,23.624,64.308,6.696,0.0207,0.0346
PHB_02757,Severe Disease,3,0.3139,0.7654,0.5268,31.385,1.4376,22.088,55.853,6.274,0.0574,0.0684
PHB_06885,Severe Disease,3,0.3377,0.8051,0.5181,26.544,1.3139,20.496,71.06,6.294,0.0511,0.0621
PHB_05447,Severe Disease,3,0.4851,0.7036,0.4583,26.969,1.2673,22.387,57.906,6.697,0.0606,0.0696
PHB_02077,Severe Disease,3,0.3057,0.7579,0.4281,27.144,1.3939,28.372,67.253,6.235,0.0676,0.0771
PHB_04104,Early Disease,1,0.6009,0.313,0.678,25.943,1.3451,25.138,69.367,6.416,0.0368,0.0582
PHB_09560,Moderate Illness,2,0.5729,0.6072,0.5157,26.142,1.4622,25.84,69.089,6.005,0.0221,0.0511
PHB_07572,Severe Disease,3,0.2927,0.6752,0.4434,27.527,1.4449,30.273,52.191,6.502,0.0689,0.0492
PHB_09467,Healthy,0,0.764,0.0124,0.9723,23.601,0.9626,25.842,66.075,6.893,0.0108,0.0491
PHB_04895,Moderate Illness,2,0.4559,0.4346,0.6538,26.19,1.4772,28.803,72.682,6.543,0.0514,0.0429
PHB_06693,Severe Disease,3,0.2275,0.7196,0.3998,28.816,1.2758,23.1,63.511,5.995,0.0449,0.0592
PHB_08055,Severe Disease,3,0.338,0.7445,0.3368,26.975,1.6403,27.669,60.26,6.839,0.064,0.0809
PHB_05390,Severe Disease,3,0.3756,0.706,0.4213,26.569,1.2908,28.151,72.105,6.348,0.0597,0.0794
PHB_09374,Severe Disease,3,0.3374,0.7445,0.5698,28.007,1.1684,21.518,64.793,6.281,0.0554,0.0878
PHB_08022,Early Disease,1,0.6791,0.2976,0.7085,24.026,1.1518,24.718,69.951,6.609,0.0389,0.0487
PHB_08605,Moderate Illness,2,0.5009,0.4361,0.6919,26.715,1.2787,21.723,63.639,6.288,0.054,0.0691
PHB_04481,Early Disease,1,0.5864,0.4085,0.7066,26.147,1.2359,21.243,56.159,5.858,0.0475,0.0736
PHB_08327,Moderate Illness,2,0.5115,0.6015,0.601,28.216,1.3035,23.601,56.962,6.166,0.039,0.0592
PHB_04079,Healthy,0,0.797,0.1358,0.8726,23.075,1.2447,22.666,59.306,5.971,0.0144,0.0335
PHB_00641,Moderate Illness,2,0.4916,0.5094,0.6184,26.15,1.2493,23.9,66.493,6.059,0.0552,0.0519
PHB_01271,Severe Disease,3,0.3459,0.7303,0.4778,27.024,1.2002,26.021,59.468,6.229,0.0758,0.0663
PHB_02779,Early Disease,1,0.5904,0.3475,0.7782,24.961,1.2836,26.179,71.578,6.236,0.0282,0.0696
PHB_09498,Healthy,0,0.7987,0.1589,1.0257,24.094,0.8446,24.047,64.585,6.336,0.0214,0.0598
PHB_03862,Healthy,0,0.7637,0.1868,1.0025,24.561,1.0193,20.178,67.973,6.479,0.0397,0.0469
PHB_03481,Early Disease,1,0.7223,0.3791,0.7478,25.687,1.3061,25.655,74.168,6.134,0.0286,0.0253
PHB_01535,Healthy,0,0.6602,0.1092,0.8515,24.341,1.1518,24.609,60.974,6.217,0.0379,0.0211
PHB_00326,Moderate Illness,2,0.5577,0.5385,0.5625,26.558,1.397,22.591,72.836,6.182,0.0507,0.0613
PHB_02339,Moderate Illness,2,0.5093,0.4491,0.6536,26.479,1.2785,21.017,60.98,6.517,0.0388,0.0608
PHB_03981,Healthy,0,0.9126,0.2781,0.8946,24.532,1.0392,24.272,63.842,6.73,0.0231,0.04
PHB_06878,Early Disease,1,0.5611,0.2471,0.8268,25.84,1.3022,24.586,65.178,6.005,0.0422,0.0589
PHB_04055,Severe Disease,3,0.4313,0.6774,0.454,29.118,1.2148,23.363,71.901,6.419,0.0635,0.0708
PHB_02238,Early Disease,1,0.5627,0.264,0.6993,25.74,1.1115,25.089,78.814,6.573,0.0358,0.072
PHB_07107,Moderate Illness,2,0.4602,0.5085,0.6827,25.948,1.385,22.744,60.294,6.4,0.0715,0.02
PHB_09669,Severe Disease,3,0.3047,0.7446,0.4668,26.609,1.4458,24.83,60.757,6.196,0.0693,0.0659
PHB_04746,Healthy,0,0.7934,0.1528,0.816,24.019,1.1729,24.178,64.802,6.089,0.0286,0.0497
PHB_00865,Healthy,0,0.9675,0.1067,0.8792,24.09,1.108,22.396,49.733,6.77,0.0163,0.005
PHB_06204,Healthy,0,0.8125,0.0829,0.7893,23.894,1.0633,22.811,60.973,6.522,0.0268,0.036
PHB_05509,Severe Disease,3,0.3392,0.753,0.5214,27.23,1.4907,25.247,61.336,6.474,0.065,0.0845
PHB_07430,Severe Disease,3,0.3193,0.7771,0.3504,28.645,1.4252,29.742,66.274,6.412,0.0693,0.0635
PHB_00372,Early Disease,1,0.6974,0.3311,0.6565,27.147,1.2217,20.513,67.09,6.33,0.0565,0.0387
PHB_06297,Severe Disease,3,0.3567,0.712,0.4884,26.496,1.4701,28.503,74.204,6.296,0.058,0.071
PHB_05552,Healthy,0,0.7821,0.212,0.8575,24.493,1.0632,25.544,63.8,6.735,0.0119,0.0351
PHB_05724,Severe Disease,3,0.3408,0.697,0.5301,27.269,1.5095,25.418,70.639,6.292,0.0692,0.0525
PHB_05900,Healthy,0,0.8582,0.1203,0.7779,24.329,0.8841,25.713,63.01,6.337,0.0282,0.0435
PHB_09288,Moderate Illness,2,0.525,0.6642,0.5713,26.664,1.3985,21.92,78.113,6.477,0.0567,0.0605
PHB_07872,Healthy,0,0.8159,0.1812,0.775,24.265,1.3146,26.516,78.632,6.441,0.0246,0.0373
PHB_02365,Moderate Illness,2,0.494,0.4154,0.6733,27.275,1.1407,23.807,70.15,5.99,0.0588,0.0553
PHB_03214,Moderate Illness,2,0.5625,0.5001,0.6351,26.345,1.4033,28.11,49.506,6.198,0.0509,0.0535
PHB_00912,Severe Disease,3,0.3073,0.8058,0.4882,28.275,1.6467,25.48,62.015,6.188,0.0537,0.0601
PHB_09048,Early Disease,1,0.7471,0.3603,0.7841,25.77,1.319,24.824,54.593,6.241,0.0445,0.05
PHB_09791,Healthy,0,0.8149,0.0877,0.8355,24.307,0.9065,23.62,68.03,6.518,0.0353,0.0294
PHB_07290,Healthy,0,0.7965,0.232,0.8297,24.085,1.1456,25.173,75.114,6.428,0.0267,0.0184
PHB_09959,Early Disease,1,0.6865,0.3162,0.7972,25.307,1.0352,23.836,71.704,6.613,0.0342,0.0446
PHB_06537,Healthy,0,0.813,0.0271,0.9558,24.412,1.2583,26.265,76.417,6.311,0.0182,0.0262
PHB_09193,Moderate Illness,2,0.4892,0.5049,0.6689,26.05,1.4658,27.245,66.85,6.422,0.0711,0.0504
PHB_01424,Early Disease,1,0.6139,0.2771,0.8038,26.586,1.2982,27.785,64.098,6.248,0.0334,0.0322
PHB_09808,Healthy,0,0.7799,0.2356,0.9261,24.295,1.2733,24.604,63.557,6.53,0.0179,0.0252
PHB_00480,Early Disease,1,0.5938,0.337,0.9043,26.125,1.402,24.684,51.173,6.087,0.0368,0.0338
PHB_00663,Healthy,0,0.7996,0.1713,0.8548,24.318,1.085,25.164,76.394,6.785,0.0249,0.0376
PHB_04477,Moderate Illness,2,0.55,0.4981,0.5299,25.267,1.4808,27.28,65.299,6.459,0.0606,0.0628
PHB_08983,Moderate Illness,2,0.4961,0.4719,0.6721,26.64,1.3875,26.317,51.576,6.328,0.0526,0.068
PHB_08078,Healthy,0,0.7722,0.0773,0.9101,24.185,1.3273,24.117,68.915,6.374,0.0433,0.0441
PHB_02989,Healthy,0,0.7374,0.1089,0.8569,24.87,1.1971,24.191,70.796,6.029,0.012,0.0539
PHB_01120,Severe Disease,3,0.2797,0.627,0.4496,27.997,1.3171,23.696,53.149,5.975,0.0704,0.0696
PHB_02777,Moderate Illness,2,0.7785,0.5416,0.7476,27.283,1.3418,27.659,64.238,6.323,0.0482,0.0476
PHB_09836,Healthy,0,0.8224,0.0308,0.7899,25.989,1.3274,22.017,63.235,6.509,0.0356,0.005
PHB_05004,Healthy,0,0.7862,0.1075,0.9928,24.175,1.1211,26.436,74.008,6.446,0.02,0.0563
PHB_06650,Early Disease,1,0.6081,0.4196,0.7393,26.03,1.4087,28.423,66.91,6.5,0.0235,0.0277
PHB_07255,Moderate Illness,2,0.5768,0.4207,0.5813,25.95,1.3182,26.536,58.974,6.544,0.0378,0.0792
PHB_04428,Healthy,0,0.8298,0.1732,0.9908,23.879,1.1001,27.18,67.568,6.324,0.02,0.0492
PHB_07432,Moderate Illness,2,0.4683,0.5758,0.5783,25.263,1.4675,25.522,65.373,5.987,0.0495,0.0494
PHB_03982,Early Disease,1,0.6935,0.3005,0.7125,26.099,1.3125,26.799,67.923,6.526,0.0349,0.0541
PHB_06352,Severe Disease,3,0.2635,0.7646,0.4956,26.556,1.6272,24.157,59.65,6.552,0.0548,0.0749
PHB_02894,Moderate Illness,2,0.4934,0.491,0.5297,25.418,1.3255,20.864,78.059,5.918,0.036,0.0626
PHB_02670,Early Disease,1,0.6318,0.3169,0.7047,25.14,1.2185,27.104,81.558,6.397,0.0514,0.0439
PHB_03978,Healthy,0,0.9038,0.0876,0.7994,24.56,1.0814,24.56,67.055,6.655,0.039,0.0303
PHB_05260,Healthy,0,0.7812,0.1533,0.914,24.062,1.2217,23.183,67.981,6.38,0.0222,0.0382
PHB_00280,Severe Disease,3,0.3223,0.7946,0.456,26.132,1.3658,26.086,62.099,6.376,0.0515,0.0781
PHB_06731,Severe Disease,3,0.2527,0.6865,0.4318,25.849,1.3802,21.376,52.919,6.264,0.0694,0.0729
PHB_06105,Early Disease,1,0.7412,0.3207,0.6439,25.284,1.0324,24.543,53.18,6.496,0.0337,0.0419
PHB_07021,Severe Disease,3,0.3575,0.708,0.4082,27.072,1.5604,28.93,59.004,5.89,0.0781,0.0776
PHB_01695,Moderate Illness,2,0.4391,0.541,0.7148,26.204,1.1752,22.132,61.731,6.4,0.046,0.0302
PHB_08913,Moderate Illness,2,0.4891,0.479,0.4878,25.135,1.3442,28.528,64.452,6.209,0.0465,0.0748
PHB_03480,Moderate Illness,2,0.4872,0.5722,0.6113,26.116,1.2062,24.587,62.986,6.471,0.0498,0.0606
PHB_04417,Moderate Illness,2,0.5868,0.4296,0.6948,27.425,1.3443,25.342,57.022,6.256,0.0488,0.041
PHB_07593,Severe Disease,3,0.3618,0.7632,0.4921,27.217,1.2877,27.678,60.507,6.457,0.062,0.0595
PHB_06283,Early Disease,1,0.6824,0.2744,0.6886,25.645,0.9856,25.649,63.228,5.953,0.0363,0.0441
PHB_05604,Severe Disease,3,0.3458,0.7707,0.4508,26.928,1.4258,26.171,68.559,6.111,0.0485,0.0765
PHB_08620,Moderate Illness,2,0.5473,0.5382,0.4468,30.863,1.5004,24.379,69.026,6.3,0.06,0.0583
PHB_07781,Severe Disease,3,0.3509,0.8144,0.5031,28.118,1.2449,23.263,52.541,5.989,0.0678,0.0686
PHB_04297,Early Disease,1,0.7287,0.2677,0.831,24.618,1.2532,22.385,68.91,6.382,0.0258,0.0406
PHB_04594,Healthy,0,0.8209,0.0348,0.8871,23.003,1.1784,25.158,61.506,6.617,0.0163,0.0227
PHB_04845,Early Disease,1,0.5867,0.3492,0.7833,25.174,1.3323,26.573,68.817,6.223,0.0432,0.0462
PHB_02210,Healthy,0,0.7214,0.1578,0.8686,23.68,1.0565,21.096,73.868,6.641,0.0345,0.0216
PHB_07606,Severe Disease,3,0.3583,0.7596,0.423,28.125,1.5282,22.306,60.578,6.132,0.0611,0.0633
PHB_05502,Moderate Illness,2,0.4142,0.5071,0.6418,27.141,1.3342,26.873,68.855,6.334,0.048,0.0655
PHB_00185,Severe Disease,3,0.372,0.7719,0.5452,27.859,1.3114,24.198,63.372,6.063,0.065,0.0662
PHB_04801,Early Disease,1,0.6887,0.321,0.734,25.496,1.0287,24.646,72.213,6.162,0.0366,0.0366
PHB_04846,Early Disease,1,0.672,0.3178,0.8358,24.811,1.1438,26.392,56.387,6.529,0.0307,0.0409
PHB_02351,Healthy,0,0.8516,0.0768,0.8274,25.184,1.088,23.879,66.181,6.843,0.0019,0.0216
PHB_00554,Severe Disease,3,0.403,0.7332,0.3825,27.772,1.4169,26.629,64.154,5.568,0.0438,0.0689
PHB_01398,Severe Disease,3,0.2673,0.6134,0.4258,28.617,1.0389,24.098,67.658,6.633,0.0607,0.0919
PHB_01385,Severe Disease,3,0.3546,0.7187,0.5992,27.316,1.385,27.689,71.294,6.255,0.0825,0.0588
PHB_09183,Early Disease,1,0.5591,0.3453,0.6613,26.299,1.0356,25.017,75.278,6.357,0.0338,0.0366
PHB_09818,Healthy,0,0.8209,0.0462,0.9225,24.468,1.0549,26.831,65.148,6.053,0.0099,0.0309
PHB_00298,Severe Disease,3,0.323,0.7239,0.5396,29.041,1.4066,25.738,58.09,6.186,0.0611,0.0734
PHB_00444,Healthy,0,0.7969,0.0407,0.8402,25.27,1.0328,25.37,70.886,6.382,0.0185,0.0323
PHB_07339,Healthy,0,1.1047,0.1461,0.9002,22.743,0.9619,19.5,70.616,6.497,0.0129,0.034
PHB_02078,Healthy,0,0.749,0.0965,0.942,24.38,1.1888,26.985,54.64,6.461,0.0264,0.0252
PHB_07816,Early Disease,1,0.6747,0.2955,0.6668,25.8,1.2332,22.502,81.244,6.74,0.0351,0.0506
PHB_02230,Moderate Illness,2,0.4355,0.5721,0.5119,25.125,1.1572,24.347,66.617,6.389,0.0321,0.0188
PHB_02843,Early Disease,1,0.6457,0.382,0.6697,25.002,1.2067,25.353,70.625,6.348,0.039,0.0261
PHB_02538,Early Disease,1,0.5796,0.3178,0.622,24.881,1.3444,22.796,81.911,6.339,0.0392,0.038
PHB_08146,Moderate Illness,2,0.5031,0.5361,0.6678,26.474,1.278,23.97,45.657,6.1,0.0656,0.0763
PHB_09537,Severe Disease,3,0.3053,0.7198,0.4695,27.505,1.4239,27.859,59.084,6.046,0.0682,0.0928
PHB_06444,Severe Disease,3,0.4048,0.7484,0.4618,27.617,2.0,25.976,71.019,6.507,0.0709,0.0859
PHB_03368,Moderate Illness,2,0.4232,0.5183,0.511,26.23,1.1649,27.085,58.843,6.313,0.0501,0.0675
PHB_04487,Severe Disease,3,0.2855,0.7342,0.4573,28.296,1.5179,27.631,45.577,6.241,0.0723,0.093
PHB_02579,Healthy,0,0.8593,0.1738,0.904,25.079,1.1966,22.834,53.919,6.459,0.0188,0.0295
PHB_01132,Moderate Illness,2,0.47,0.5208,0.6187,26.773,1.5079,21.144,69.014,5.997,0.0759,0.0642
PHB_04819,Moderate Illness,2,0.4444,0.5443,0.5905,27.103,1.3836,25.777,74.41,6.356,0.0524,0.0623
PHB_00321,Severe Disease,3,0.3067,0.6633,0.5401,27.264,1.42,25.447,65.331,6.24,0.0555,0.0542
PHB_01372,Severe Disease,3,0.3047,0.7784,0.4536,28.38,1.3553,21.626,69.687,6.563,0.0569,0.0744
PHB_04043,Healthy,0,0.8204,0.1172,0.8961,24.884,1.0573,28.864,66.812,6.374,0.0237,0.0246
PHB_09126,Severe Disease,3,0.3983,0.7407,0.4896,27.616,1.2907,26.081,80.06,6.325,0.053,0.0915
PHB_05146,Severe Disease,3,0.3766,0.6854,0.4319,26.663,1.2519,28.021,70.05,6.572,0.0753,0.0591
PHB_00908,Healthy,0,0.811,0.1351,0.9254,23.386,1.1233,26.187,78.096,6.307,0.0214,0.0262
PHB_09427,Healthy,0,0.7911,0.134,0.8443,24.602,0.9649,22.5,60.872,6.427,0.0085,0.0369
PHB_03951,Early Disease,1,0.612,0.328,0.7749,25.503,1.0857,27.271,72.034,6.894,0.0501,0.0415
PHB_06146,Moderate Illness,2,0.4968,0.5529,0.5671,26.34,1.5141,24.923,62.937,6.469,0.05,0.0526
PHB_08887,Healthy,0,0.8246,0.1105,0.8895,24.575,1.1952,25.853,66.283,6.465,0.0194,0.0183
PHB_06696,Early Disease,1,0.5948,0.3337,0.7735,25.276,1.2954,25.989,65.458,6.593,0.0428,0.0636
PHB_04978,Healthy,0,0.959,0.1222,0.9247,24.696,1.0763,22.755,71.079,6.157,0.0199,0.0412
PHB_06093,Moderate Illness,2,0.6004,0.4689,0.5084,26.024,1.2643,24.555,66.02,6.359,0.0365,0.0376
PHB_08409,Severe Disease,3,0.2821,0.7244,0.5143,26.472,1.2984,24.665,62.043,5.841,0.0652,0.0838
PHB_00927,Healthy,0,0.872,0.1643,0.8917,24.504,1.1832,25.985,58.421,6.356,0.0381,0.0299
PHB_06144,Moderate Illness,2,0.5115,0.5522,0.6776,26.828,1.2312,29.389,62.486,6.405,0.0515,0.0717
PHB_00016,Healthy,0,0.9336,0.1432,0.8527,23.868,0.9568,25.41,74.881,6.484,0.0305,0.0287
PHB_00144,Moderate Illness,2,0.4971,0.5977,0.5224,25.654,1.1961,21.738,61.156,6.709,0.0475,0.0435
PHB_02364,Severe Disease,3,0.3729,0.7512,0.4641,27.061,1.3785,23.606,72.716,6.1,0.0785,0.0616
PHB_00130,Moderate Illness,2,0.5756,0.4933,0.5891,26.787,1.269,22.387,65.699,6.113,0.0303,0.023
PHB_01162,Moderate Illness,2,0.5211,0.4949,0.6447,27.19,1.3555,21.977,62.684,6.571,0.0446,0.0591
PHB_07552,Moderate Illness,2,0.4949,0.4234,0.4599,25.68,1.1741,26.824,73.397,6.227,0.0523,0.0415
PHB_06130,Healthy,0,0.8392,0.1886,0.8542,24.836,1.1845,22.022,69.128,6.286,0.0177,0.0465
PHB_04666,Early Disease,1,0.6627,0.3547,0.8166,24.248,1.4157,27.0,74.469,6.464,0.0286,0.0524
PHB_05661,Early Disease,1,0.763,0.2158,0.6697,26.37,1.0775,25.177,71.177,6.288,0.0361,0.0386
PHB_06461,Healthy,0,0.7577,0.1302,0.8201,24.775,1.0499,26.605,69.812,6.622,0.0326,0.0302
PHB_01877,Early Disease,1,0.6973,0.327,0.8754,24.914,1.0222,26.101,77.043,6.442,0.0473,0.0384
PHB_02489,Healthy,0,0.8153,0.1207,0.8889,23.694,1.2166,27.277,68.428,6.447,0.0204,0.0383
PHB_05328,Severe Disease,3,0.3232,0.8045,0.519,26.924,1.5545,23.902,72.299,5.99,0.0746,0.0696
PHB_09362,Early Disease,1,0.4991,0.2542,0.6977,25.617,1.1294,26.982,70.707,6.428,0.0197,0.0537
PHB_01183,Healthy,0,0.8196,0.0437,0.7329,23.605,1.0091,24.492,66.961,6.634,0.0344,0.044
PHB_06136,Healthy,0,0.8298,0.1488,0.7594,25.034,1.0455,28.471,71.568,6.63,0.0384,0.0318
PHB_06378,Severe Disease,3,0.2475,0.8614,0.5259,26.878,1.3967,22.076,67.34,6.458,0.0456,0.0709
PHB_01171,Early Disease,1,0.7741,0.3293,0.8827,27.064,1.2699,25.925,66.1,6.817,0.0236,0.0493
PHB_02183,Severe Disease,3,0.3858,0.7437,0.4382,26.059,1.5241,23.564,46.425,6.324,0.0459,0.0835
PHB_03372,Healthy,0,0.7504,0.0556,0.8532,24.257,1.1563,25.216,62.69,6.612,0.0232,0.0259
PHB_08041,Healthy,0,0.8682,0.0699,0.9847,25.282,1.2095,25.124,62.238,6.579,0.0477,0.0391
PHB_01860,Early Disease,1,0.5958,0.3305,0.7701,24.417,1.241,25.251,76.601,6.66,0.0483,0.0508
PHB_04861,Moderate Illness,2,0.3988,0.5213,0.5161,26.008,1.1594,22.186,64.911,6.632,0.0447,0.0413
PHB_09256,Healthy,0,0.7484,0.1107,0.8962,23.829,1.0712,26.82,63.634,7.053,0.0358,0.0159
PHB_08346,Moderate Illness,2,0.4384,0.4222,0.6301,26.576,1.3235,24.173,66.442,6.452,0.0491,0.077
PHB_07348,Early Disease,1,0.6623,0.3337,0.8577,25.572,1.1506,24.191,73.91,6.5,0.0326,0.0512
PHB_04865,Moderate Illness,2,0.512,0.4953,0.6072,26.876,1.3284,28.262,64.089,5.878,0.0434,0.0632
PHB_09887,Moderate Illness,2,0.5034,0.4576,0.6857,25.991,1.1014,21.675,77.421,6.208,0.0507,0.0753
